,Dis Oxygen Sat.DOsat@JemezRiverSciEdCenter,Dis Oxygen Sat.DOsat@JemezRiverSciEdCenter,Dis Oxygen Sat.DOsat@JemezRiverSciEdCenter,Dis Oxygen Sat.DOsat@JemezRiverSciEdCenter,O2 (Dis).DOsat@JemezRiverSciEdCenter,O2 (Dis).DOsat@JemezRiverSciEdCenter,O2 (Dis).DOsat@JemezRiverSciEdCenter,O2 (Dis).DOsat@JemezRiverSciEdCenter,PH Voltage.pH_1@JemezRiverSciEdCenter,PH Voltage.pH_1@JemezRiverSciEdCenter,PH Voltage.pH_1@JemezRiverSciEdCenter,PH Voltage.pH_1@JemezRiverSciEdCenter,pH.pH@JemezRiverSciEdCenter,pH.pH@JemezRiverSciEdCenter,pH.pH@JemezRiverSciEdCenter,pH.pH@JemezRiverSciEdCenter,Sp Cond.SpCond@JemezRiverSciEdCenter,Sp Cond.SpCond@JemezRiverSciEdCenter,Sp Cond.SpCond@JemezRiverSciEdCenter,Sp Cond.SpCond@JemezRiverSciEdCenter,Turbidity.Turbidity@JemezRiverSciEdCenter,Turbidity.Turbidity@JemezRiverSciEdCenter,Turbidity.Turbidity@JemezRiverSciEdCenter,Turbidity.Turbidity@JemezRiverSciEdCenter,Water Temp.WaterTemp@JemezRiverSciEdCenter,Water Temp.WaterTemp@JemezRiverSciEdCenter,Water Temp.WaterTemp@JemezRiverSciEdCenter,Water Temp.WaterTemp@JemezRiverSciEdCenter
mm/dd/yyyy HH:MM:SS,%,,,,mg/l,,,,mV,,,,pH,,,,mS/cm,,,,NTU,,,,°C,,,
Date-Time,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code
05/05/2015 05:00:50,81.8,,,1,8.77,,,1,-38.9,,,1,7.59,,,1,0.162,,,1,14.5,,,1,12.24,,,1
05/05/2015 05:15:50,81.8,,,1,8.78,,,1,-38.8,,,1,7.58,,,1,0.162,,,1,14.7,,,1,12.18,,,1
05/05/2015 05:30:50,81.9,,,1,8.79,,,1,-38.8,,,1,7.59,,,1,0.161,,,1,15.9,,,1,12.13,,,1
05/05/2015 05:45:50,81.8,,,1,8.8,,,1,-38.8,,,1,7.58,,,1,0.158,,,1,17.8,,,1,12.09,,,1
05/05/2015 06:00:50,81.8,,,1,8.8,,,1,-38.8,,,1,7.59,,,1,0.166,,,1,14.5,,,1,12.06,,,1
05/05/2015 06:15:50,81.8,,,1,8.81,,,1,-38.8,,,1,7.59,,,1,0.164,,,1,13.9,,,1,12.02,,,1
05/05/2015 06:30:50,81.8,,,1,8.82,,,1,-38.9,,,1,7.59,,,1,0.163,,,1,13.1,,,1,11.99,,,1
05/05/2015 06:45:50,81.9,,,1,8.84,,,1,-38.8,,,1,7.59,,,1,0.16,,,1,13.3,,,1,11.95,,,1
05/05/2015 07:00:50,82,,,1,8.85,,,1,-39,,,1,7.59,,,1,0.16,,,1,13.4,,,1,11.92,,,1
05/05/2015 07:15:50,82,,,1,8.86,,,1,-38.8,,,1,7.58,,,1,0.168,,,1,12.8,,,1,11.88,,,1
05/05/2015 07:30:50,82.2,,,1,8.88,,,1,-39.2,,,1,7.59,,,1,0.166,,,1,13.2,,,1,11.86,,,1
05/05/2015 07:45:50,82.3,,,1,8.9,,,1,-39.3,,,1,7.59,,,1,0.167,,,1,13.7,,,1,11.83,,,1
05/05/2015 08:00:50,82.8,,,1,8.95,,,1,-39.9,,,1,7.6,,,1,0.166,,,1,17.5,,,1,11.83,,,1
05/05/2015 08:15:50,83.4,,,1,9.01,,,1,-40.6,,,1,7.62,,,1,0.165,,,1,13.7,,,1,11.87,,,1
05/05/2015 08:30:50,83,,,1,8.98,,,1,-40.3,,,1,7.61,,,1,0.162,,,1,14.1,,,1,11.85,,,1
05/05/2015 08:45:50,82.8,,,1,8.96,,,1,-40.2,,,1,7.61,,,1,0.159,,,1,13,,,1,11.78,,,1
05/05/2015 09:00:50,82.6,,,1,8.94,,,1,-40.2,,,1,7.61,,,1,0.157,,,1,14.2,,,1,11.79,,,1
05/05/2015 09:15:50,83.2,,,1,8.99,,,1,-40.5,,,1,7.61,,,1,0.157,,,1,12.5,,,1,11.89,,,1
05/05/2015 09:30:50,83.5,,,1,9.01,,,1,-41,,,1,7.62,,,1,0.157,,,1,12.6,,,1,11.95,,,1
05/05/2015 09:45:50,83.7,,,1,9.03,,,1,-41.1,,,1,7.63,,,1,0.149,,,1,12.3,,,1,11.93,,,1
05/05/2015 10:00:50,83.7,,,1,9.04,,,1,-41.2,,,1,7.63,,,1,0.147,,,1,12.2,,,1,11.91,,,1
05/05/2015 10:15:50,83,,,1,8.99,,,1,-41,,,1,7.63,,,1,0.147,,,1,12,,,1,11.75,,,1
05/05/2015 10:30:50,83.4,,,1,9.03,,,1,-40.8,,,1,7.62,,,1,0.154,,,1,15.3,,,1,11.78,,,1
05/05/2015 10:45:50,84.2,,,1,9.08,,,1,-42,,,1,7.64,,,1,0.155,,,1,26.1,,,1,11.96,,,1
05/05/2015 11:00:50,85.1,,,1,9.14,,,1,-43.3,,,1,7.67,,,1,0.153,,,1,21,,,1,12.13,,,1
05/05/2015 11:15:50,85.3,,,1,9.14,,,1,-44.6,,,1,7.69,,,1,0.152,,,1,15.6,,,1,12.21,,,1
05/05/2015 11:30:50,84.8,,,1,9.08,,,1,-44.6,,,1,7.69,,,1,0.151,,,1,14.4,,,1,12.24,,,1
05/05/2015 11:45:50,85,,,1,9.08,,,1,-45.1,,,1,7.7,,,1,0.152,,,1,12.9,,,1,12.35,,,1
05/05/2015 12:00:50,86.1,,,1,9.12,,,1,-48.8,,,1,7.76,,,1,0.153,,,1,12.2,,,1,12.74,,,1
05/05/2015 12:15:50,87.3,,,1,9.13,,,1,-51.8,,,1,7.81,,,1,0.15,,,1,16.8,,,1,13.31,,,1
05/05/2015 12:30:50,87.8,,,1,9.08,,,1,-52.7,,,1,7.83,,,1,0.15,,,1,23.6,,,1,13.81,,,1
05/05/2015 12:45:50,88.1,,,1,9.02,,,1,-52.7,,,1,7.83,,,1,0.15,,,1,21.3,,,1,14.3,,,1
05/05/2015 13:00:50,88.3,,,1,8.96,,,1,-53.3,,,1,7.84,,,1,0.147,,,1,15.2,,,1,14.73,,,1
05/05/2015 13:15:50,86.6,,,1,8.77,,,1,-52.9,,,1,7.83,,,1,0.149,,,1,14.1,,,1,14.78,,,1
05/05/2015 13:30:50,86.1,,,1,8.71,,,1,-51.7,,,1,7.81,,,1,0.152,,,1,13.5,,,1,14.8,,,1
05/05/2015 13:45:50,86.9,,,1,8.73,,,1,-51.8,,,1,7.81,,,1,0.149,,,1,12,,,1,15.14,,,1
05/05/2015 14:00:49,86.8,,,1,8.69,,,1,-52.3,,,1,7.82,,,1,0.147,,,1,13.3,,,1,15.32,,,1
05/05/2015 14:15:49,87.1,,,1,8.68,,,1,-51.9,,,1,7.81,,,1,0.145,,,1,12.5,,,1,15.5,,,1
05/05/2015 14:30:49,86.1,,,1,8.58,,,1,-51.6,,,1,7.8,,,1,0.146,,,1,16.8,,,1,15.53,,,1
05/05/2015 14:45:49,86.3,,,1,8.55,,,1,-51.8,,,1,7.81,,,1,0.15,,,1,44.1,,,1,15.8,,,1
05/05/2015 15:00:49,86.4,,,1,8.49,,,1,-52.1,,,1,7.81,,,1,0.146,,,1,58.1,,,1,16.19,,,1
05/05/2015 15:15:49,86.3,,,1,8.43,,,1,-53.6,,,1,7.84,,,1,0.146,,,1,54.6,,,1,16.48,,,1
05/05/2015 15:30:49,84.6,,,1,8.27,,,1,-53.6,,,1,7.84,,,1,0.145,,,1,45.8,,,1,16.47,,,1
05/05/2015 15:45:50,84.7,,,1,8.26,,,1,-54.6,,,1,7.85,,,1,0.147,,,1,38.8,,,1,16.57,,,1
05/05/2015 16:00:49,84.7,,,1,8.25,,,1,-54.7,,,1,7.86,,,1,0.148,,,1,31.8,,,1,16.6,,,1
05/05/2015 16:15:50,84.8,,,1,8.27,,,1,-54.4,,,1,7.85,,,1,0.153,,,1,28.8,,,1,16.58,,,1
05/05/2015 16:30:49,85.3,,,1,8.3,,,1,-54.3,,,1,7.85,,,1,0.152,,,1,26.9,,,1,16.65,,,1
05/05/2015 16:45:50,85.7,,,1,8.3,,,1,-54.2,,,1,7.85,,,1,0.15,,,1,24.5,,,1,16.9,,,1
05/05/2015 17:00:50,85.6,,,1,8.27,,,1,-54.3,,,1,7.85,,,1,0.148,,,1,22.1,,,1,17,,,1
05/05/2015 17:15:50,84.9,,,1,8.2,,,1,-53.2,,,1,7.83,,,1,0.147,,,1,21.4,,,1,16.98,,,1
05/05/2015 17:30:49,84,,,1,8.14,,,1,-52.2,,,1,7.81,,,1,0.144,,,1,18.3,,,1,16.87,,,1
05/05/2015 17:45:49,83.8,,,1,8.16,,,1,-51,,,1,7.79,,,1,0.148,,,1,19,,,1,16.62,,,1
05/05/2015 18:00:49,83.1,,,1,8.13,,,1,-50.2,,,1,7.78,,,1,0.152,,,1,21.6,,,1,16.37,,,1
05/05/2015 18:15:49,82.1,,,1,8.09,,,1,-49.2,,,1,7.76,,,1,0.15,,,1,58.9,,,1,16.11,,,1
05/05/2015 18:30:49,81.8,,,1,8.09,,,1,-48.5,,,1,7.75,,,1,0.15,,,1,91.9,,,1,15.92,,,1
05/05/2015 18:45:50,81.8,,,1,8.11,,,1,-47.7,,,1,7.73,,,1,0.15,,,1,63.8,,,1,15.76,,,1
05/05/2015 19:00:49,81.8,,,1,8.15,,,1,-46.8,,,1,7.72,,,1,0.152,,,1,45.9,,,1,15.53,,,1
05/05/2015 19:15:50,81.8,,,1,8.19,,,1,-46.2,,,1,7.71,,,1,0.15,,,1,42.8,,,1,15.29,,,1
05/05/2015 19:30:50,82,,,1,8.25,,,1,-45.2,,,1,7.69,,,1,0.152,,,1,37.2,,,1,15.07,,,1
05/05/2015 19:45:50,82,,,1,8.29,,,1,-44.6,,,1,7.68,,,1,0.15,,,1,33.9,,,1,14.88,,,1
05/05/2015 20:00:50,81.9,,,1,8.31,,,1,-43.5,,,1,7.66,,,1,0.149,,,1,29.4,,,1,14.71,,,1
05/05/2015 20:15:50,81.8,,,1,8.33,,,1,-42.6,,,1,7.65,,,1,0.146,,,1,25.3,,,1,14.55,,,1
05/05/2015 20:30:50,81.8,,,1,8.35,,,1,-41.9,,,1,7.64,,,1,0.144,,,1,23.5,,,1,14.41,,,1
05/05/2015 20:45:50,81.8,,,1,8.38,,,1,-41.3,,,1,7.63,,,1,0.143,,,1,21.7,,,1,14.28,,,1
05/05/2015 21:00:50,81.9,,,1,8.4,,,1,-40.8,,,1,7.62,,,1,0.141,,,1,21.7,,,1,14.16,,,1
05/05/2015 21:15:50,81.9,,,1,8.43,,,1,-40.9,,,1,7.62,,,1,0.141,,,1,21,,,1,14.02,,,1
05/05/2015 21:30:50,81.9,,,1,8.47,,,1,-39.9,,,1,7.6,,,1,0.139,,,1,20.6,,,1,13.85,,,1
05/05/2015 21:45:50,81.9,,,1,8.5,,,1,-39.2,,,1,7.59,,,1,0.142,,,1,21.4,,,1,13.7,,,1
05/05/2015 22:00:50,82,,,1,8.52,,,1,-38.9,,,1,7.58,,,1,0.143,,,1,21.1,,,1,13.57,,,1
05/05/2015 22:15:50,82,,,1,8.54,,,1,-38.6,,,1,7.58,,,1,0.142,,,1,20.7,,,1,13.47,,,1
05/05/2015 22:30:50,82,,,1,8.56,,,1,-38.4,,,1,7.57,,,1,0.142,,,1,20.3,,,1,13.38,,,1
05/05/2015 22:45:50,82,,,1,8.58,,,1,-38.1,,,1,7.57,,,1,0.137,,,1,20.4,,,1,13.29,,,1
05/05/2015 23:00:50,82,,,1,8.6,,,1,-37.7,,,1,7.56,,,1,0.149,,,1,19.7,,,1,13.18,,,1
05/05/2015 23:15:50,82,,,1,8.62,,,1,-37.6,,,1,7.56,,,1,0.146,,,1,20.4,,,1,13.08,,,1
05/05/2015 23:30:50,82,,,1,8.64,,,1,-37.2,,,1,7.55,,,1,0.143,,,1,20.8,,,1,12.99,,,1
05/05/2015 23:45:50,82,,,1,8.66,,,1,-37,,,1,7.55,,,1,0.143,,,1,21.4,,,1,12.92,,,1
05/06/2015 00:00:50,82,,,1,8.67,,,1,-36.9,,,1,7.55,,,1,0.148,,,1,19.8,,,1,12.84,,,1
05/06/2015 00:15:50,82,,,1,8.68,,,1,-36.9,,,1,7.55,,,1,0.146,,,1,20.3,,,1,12.76,,,1
05/06/2015 00:30:50,82,,,1,8.7,,,1,-36.9,,,1,7.55,,,1,0.146,,,1,20,,,1,12.7,,,1
05/06/2015 00:45:50,82,,,1,8.71,,,1,-36.6,,,1,7.54,,,1,0.142,,,1,20.5,,,1,12.63,,,1
05/06/2015 01:00:50,82,,,1,8.72,,,1,-36.7,,,1,7.55,,,1,0.142,,,1,20.6,,,1,12.57,,,1
05/06/2015 01:15:50,82,,,1,8.73,,,1,-36.5,,,1,7.54,,,1,0.14,,,1,21.7,,,1,12.52,,,1
05/06/2015 01:30:50,82,,,1,8.74,,,1,-36.7,,,1,7.55,,,1,0.138,,,1,21.3,,,1,12.46,,,1
05/06/2015 01:45:50,82,,,1,8.76,,,1,-36.6,,,1,7.54,,,1,0.138,,,1,22.7,,,1,12.41,,,1
05/06/2015 02:00:50,82,,,1,8.76,,,1,-36.5,,,1,7.54,,,1,0.153,,,1,21.8,,,1,12.38,,,1
05/06/2015 02:15:50,82,,,1,8.76,,,1,-36.4,,,1,7.54,,,1,0.149,,,1,23.6,,,1,12.34,,,1
05/06/2015 02:30:50,82,,,1,8.77,,,1,-36.4,,,1,7.54,,,1,0.147,,,1,24.7,,,1,12.29,,,1
05/06/2015 02:45:50,82,,,1,8.78,,,1,-36.5,,,1,7.54,,,1,0.146,,,1,24.5,,,1,12.25,,,1
05/06/2015 03:00:50,82,,,1,8.79,,,1,-36.6,,,1,7.54,,,1,0.143,,,1,23.9,,,1,12.22,,,1
05/06/2015 03:15:50,81.9,,,1,8.79,,,1,-36.7,,,1,7.55,,,1,0.144,,,1,25.4,,,1,12.19,,,1
05/06/2015 03:30:50,81.9,,,1,8.79,,,1,-36.9,,,1,7.55,,,1,0.144,,,1,22.9,,,1,12.16,,,1
05/06/2015 03:45:50,81.9,,,1,8.8,,,1,-36.7,,,1,7.55,,,1,0.145,,,1,22.9,,,1,12.14,,,1
05/06/2015 04:00:50,82,,,1,8.81,,,1,-36.9,,,1,7.55,,,1,0.144,,,1,22.4,,,1,12.11,,,1
05/06/2015 04:15:50,81.9,,,1,8.81,,,1,-36.9,,,1,7.55,,,1,0.144,,,1,21.9,,,1,12.1,,,1
05/06/2015 04:30:50,81.9,,,1,8.81,,,1,-37,,,1,7.55,,,1,0.162,,,1,21.8,,,1,12.08,,,1
05/06/2015 04:45:50,81.9,,,1,8.82,,,1,-37.1,,,1,7.56,,,1,0.162,,,1,20.5,,,1,12.05,,,1
05/06/2015 05:00:50,82,,,1,8.83,,,1,-37.3,,,1,7.56,,,1,0.158,,,1,19.8,,,1,12.02,,,1
05/06/2015 05:15:50,82,,,1,8.83,,,1,-37.2,,,1,7.56,,,1,0.162,,,1,20.5,,,1,12,,,1
05/06/2015 05:30:50,82,,,1,8.84,,,1,-37.2,,,1,7.56,,,1,0.158,,,1,19.5,,,1,11.97,,,1
05/06/2015 05:45:50,82,,,1,8.84,,,1,-36.9,,,1,7.55,,,1,0.158,,,1,19.7,,,1,11.95,,,1
05/06/2015 06:00:50,82,,,1,8.85,,,1,-37,,,1,7.55,,,1,0.158,,,1,20.8,,,1,11.91,,,1
05/06/2015 06:15:50,82,,,1,8.86,,,1,-37.1,,,1,7.56,,,1,0.155,,,1,19.1,,,1,11.88,,,1
05/06/2015 06:30:50,82,,,1,8.87,,,1,-37.2,,,1,7.56,,,1,0.15,,,1,26.2,,,1,11.85,,,1
05/06/2015 06:45:50,82,,,1,8.88,,,1,-37.4,,,1,7.56,,,1,0.144,,,1,23.4,,,1,11.81,,,1
05/06/2015 07:00:50,82.1,,,1,8.89,,,1,-37.1,,,1,7.56,,,1,0.142,,,1,25,,,1,11.78,,,1
05/06/2015 07:15:50,82.2,,,1,8.91,,,1,-37.2,,,1,7.56,,,1,0.141,,,1,34.7,,,1,11.74,,,1
05/06/2015 07:30:50,82.4,,,1,8.93,,,1,-37.3,,,1,7.56,,,1,0.136,,,1,23.1,,,1,11.72,,,1
05/06/2015 07:45:50,82.4,,,1,8.93,,,1,-37.2,,,1,7.56,,,1,0.136,,,1,24.9,,,1,11.71,,,1
05/06/2015 08:00:50,82.4,,,1,8.95,,,1,-37.2,,,1,7.56,,,1,0.139,,,1,22,,,1,11.69,,,1
05/06/2015 08:15:50,82.7,,,1,8.98,,,1,-37.4,,,1,7.56,,,1,0.137,,,1,22.6,,,1,11.67,,,1
05/06/2015 08:30:50,83.1,,,1,9.01,,,1,-37.6,,,1,7.56,,,1,0.151,,,1,57.3,,,1,11.69,,,1
05/06/2015 08:45:50,83.2,,,1,9.02,,,1,-37.5,,,1,7.56,,,1,0.139,,,1,20.8,,,1,11.69,,,1
05/06/2015 09:00:50,83.5,,,1,9.06,,,1,-37.8,,,1,7.57,,,1,0.133,,,1,19.7,,,1,11.71,,,1
05/06/2015 09:15:50,83.9,,,1,9.07,,,1,-38.3,,,1,7.58,,,1,0.135,,,1,21.8,,,1,11.84,,,1
05/06/2015 09:30:50,84.1,,,1,9.08,,,1,-38.9,,,1,7.59,,,1,0.134,,,1,20.8,,,1,11.92,,,1
05/06/2015 09:45:50,84.1,,,1,9.08,,,1,-39.4,,,1,7.6,,,1,0.134,,,1,21.7,,,1,11.92,,,1
05/06/2015 10:00:50,84.3,,,1,9.08,,,1,-40.2,,,1,7.61,,,1,0.132,,,1,24.9,,,1,12.02,,,1
05/06/2015 10:15:50,84.2,,,1,9.05,,,1,-42.2,,,1,7.65,,,1,0.129,,,1,19.7,,,1,12.11,,,1
05/06/2015 10:30:50,84.4,,,1,9.05,,,1,-42.4,,,1,7.65,,,1,0.134,,,1,19.2,,,1,12.22,,,1
05/06/2015 10:45:50,83.9,,,1,8.97,,,1,-43.5,,,1,7.67,,,1,0.133,,,1,19.1,,,1,12.36,,,1
05/06/2015 11:00:50,84.3,,,1,8.98,,,1,-44.4,,,1,7.68,,,1,0.133,,,1,20,,,1,12.51,,,1
05/06/2015 11:15:50,84.5,,,1,8.99,,,1,-43.5,,,1,7.67,,,1,0.13,,,1,20.5,,,1,12.52,,,1
05/06/2015 11:30:50,84.6,,,1,8.98,,,1,-43.9,,,1,7.68,,,1,0.129,,,1,22.5,,,1,12.63,,,1
05/06/2015 11:45:50,85.3,,,1,9.01,,,1,-46.9,,,1,7.73,,,1,0.132,,,1,19.9,,,1,12.91,,,1
05/06/2015 12:00:50,86,,,1,9.01,,,1,-48.1,,,1,7.75,,,1,0.13,,,1,20.3,,,1,13.27,,,1
05/06/2015 12:15:50,84.9,,,1,8.91,,,1,-45.7,,,1,7.71,,,1,0.13,,,1,20.6,,,1,13.14,,,1
05/06/2015 12:30:50,85.5,,,1,8.93,,,1,-46,,,1,7.71,,,1,0.128,,,1,20.1,,,1,13.39,,,1
05/06/2015 12:45:50,86.4,,,1,8.9,,,1,-49.1,,,1,7.76,,,1,0.132,,,1,22,,,1,14.03,,,1
05/06/2015 13:00:50,87.1,,,1,8.84,,,1,-50.1,,,1,7.78,,,1,0.131,,,1,23.9,,,1,14.7,,,1
05/06/2015 13:15:50,87,,,1,8.74,,,1,-51.9,,,1,7.81,,,1,0.125,,,1,25.8,,,1,15.16,,,1
05/06/2015 13:30:49,87.4,,,1,8.7,,,1,-51.8,,,1,7.81,,,1,0.129,,,1,23.3,,,1,15.6,,,1
05/06/2015 13:45:49,87.5,,,1,8.62,,,1,-52.6,,,1,7.82,,,1,0.127,,,1,25.5,,,1,16.1,,,1
05/06/2015 14:00:49,87.4,,,1,8.53,,,1,-53.5,,,1,7.83,,,1,0.124,,,1,23.6,,,1,16.54,,,1
05/06/2015 14:15:50,87.4,,,1,8.46,,,1,-54.5,,,1,7.85,,,1,0.125,,,1,23.8,,,1,16.92,,,1
05/06/2015 14:30:49,86.5,,,1,8.35,,,1,-53.2,,,1,7.83,,,1,0.132,,,1,24.2,,,1,17.04,,,1
05/06/2015 14:45:49,86.5,,,1,8.33,,,1,-54.4,,,1,7.85,,,1,0.127,,,1,21.4,,,1,17.17,,,1
05/06/2015 15:00:49,86.3,,,1,8.29,,,1,-54.8,,,1,7.86,,,1,0.131,,,1,21.4,,,1,17.3,,,1
05/06/2015 15:15:49,86.7,,,1,8.27,,,1,-55.2,,,1,7.86,,,1,0.146,,,1,20.4,,,1,17.59,,,1
05/06/2015 15:30:50,86.7,,,1,8.24,,,1,-55.5,,,1,7.87,,,1,0.15,,,1,20.8,,,1,17.78,,,1
05/06/2015 15:45:50,85.9,,,1,8.17,,,1,-55.1,,,1,7.86,,,1,0.152,,,1,19.5,,,1,17.75,,,1
05/06/2015 16:00:50,85.8,,,1,8.17,,,1,-54.4,,,1,7.85,,,1,0.148,,,1,20.6,,,1,17.74,,,1
05/06/2015 16:15:50,85.7,,,1,8.16,,,1,-53.7,,,1,7.84,,,1,0.153,,,1,19.2,,,1,17.74,,,1
05/06/2015 16:30:49,84.9,,,1,8.11,,,1,-51.8,,,1,7.8,,,1,0.154,,,1,21.1,,,1,17.56,,,1
05/06/2015 16:45:50,84.1,,,1,8.07,,,1,-50.1,,,1,7.77,,,1,0.148,,,1,23,,,1,17.33,,,1
05/06/2015 17:00:49,83.8,,,1,8.07,,,1,-49.4,,,1,7.76,,,1,0.142,,,1,23.9,,,1,17.14,,,1
05/06/2015 17:15:50,83.1,,,1,8.02,,,1,-48.3,,,1,7.74,,,1,0.141,,,1,26.5,,,1,17.08,,,1
05/06/2015 17:30:50,82.9,,,1,8.01,,,1,-47.9,,,1,7.73,,,1,0.143,,,1,24.2,,,1,17.04,,,1
05/06/2015 17:45:50,82.6,,,1,8,,,1,-47.2,,,1,7.72,,,1,0.139,,,1,25.3,,,1,16.89,,,1
05/06/2015 18:00:50,82.4,,,1,8.02,,,1,-46.2,,,1,7.71,,,1,0.141,,,1,25.2,,,1,16.64,,,1
05/06/2015 18:15:50,82.2,,,1,8.03,,,1,-45.5,,,1,7.69,,,1,0.14,,,1,21.4,,,1,16.48,,,1
05/06/2015 18:30:50,82.1,,,1,8.05,,,1,-45,,,1,7.69,,,1,0.141,,,1,21.9,,,1,16.3,,,1
05/06/2015 18:45:49,82,,,1,8.07,,,1,-44.1,,,1,7.67,,,1,0.143,,,1,22.7,,,1,16.12,,,1
05/06/2015 19:00:50,81.9,,,1,8.09,,,1,-43.3,,,1,7.66,,,1,0.145,,,1,21.2,,,1,15.96,,,1
05/06/2015 19:15:49,82,,,1,8.12,,,1,-43.1,,,1,7.65,,,1,0.148,,,1,23,,,1,15.84,,,1
05/06/2015 19:30:50,82,,,1,8.13,,,1,-42.2,,,1,7.64,,,1,0.149,,,1,23.1,,,1,15.72,,,1
05/06/2015 19:45:50,81.9,,,1,8.15,,,1,-41.9,,,1,7.63,,,1,0.143,,,1,24.6,,,1,15.59,,,1
05/06/2015 20:00:50,81.9,,,1,8.18,,,1,-41.1,,,1,7.62,,,1,0.138,,,1,23.3,,,1,15.41,,,1
05/06/2015 20:15:50,81.8,,,1,8.2,,,1,-40.7,,,1,7.61,,,1,0.137,,,1,23.4,,,1,15.23,,,1
05/06/2015 20:30:50,81.8,,,1,8.23,,,1,-40.1,,,1,7.6,,,1,0.136,,,1,25.3,,,1,15.1,,,1
05/06/2015 20:45:50,81.8,,,1,8.25,,,1,-39.4,,,1,7.59,,,1,0.135,,,1,22.3,,,1,14.94,,,1
05/06/2015 21:00:50,81.8,,,1,8.29,,,1,-38.9,,,1,7.58,,,1,0.138,,,1,22.9,,,1,14.77,,,1
05/06/2015 21:15:50,81.9,,,1,8.32,,,1,-38.7,,,1,7.58,,,1,0.136,,,1,23.1,,,1,14.59,,,1
05/06/2015 21:30:50,81.9,,,1,8.37,,,1,-37.8,,,1,7.56,,,1,0.139,,,1,23.2,,,1,14.41,,,1
05/06/2015 21:45:50,82,,,1,8.4,,,1,-37.1,,,1,7.55,,,1,0.139,,,1,25,,,1,14.24,,,1
05/06/2015 22:00:50,82,,,1,8.44,,,1,-36.7,,,1,7.54,,,1,0.137,,,1,23.3,,,1,14.06,,,1
05/06/2015 22:15:50,82,,,1,8.47,,,1,-36.5,,,1,7.54,,,1,0.136,,,1,23.3,,,1,13.88,,,1
05/06/2015 22:30:50,82,,,1,8.49,,,1,-36.1,,,1,7.53,,,1,0.136,,,1,22.7,,,1,13.75,,,1
05/06/2015 22:45:50,82,,,1,8.52,,,1,-35.8,,,1,7.53,,,1,0.136,,,1,23.7,,,1,13.63,,,1
05/06/2015 23:00:50,82,,,1,8.55,,,1,-35.5,,,1,7.52,,,1,0.132,,,1,22.6,,,1,13.5,,,1
05/06/2015 23:15:50,82,,,1,8.56,,,1,-35.2,,,1,7.52,,,1,0.136,,,1,23.3,,,1,13.4,,,1
05/06/2015 23:30:50,82,,,1,8.58,,,1,-34.8,,,1,7.51,,,1,0.132,,,1,22.9,,,1,13.29,,,1
05/06/2015 23:45:50,82,,,1,8.6,,,1,-34.5,,,1,7.51,,,1,0.13,,,1,23.9,,,1,13.18,,,1
05/07/2015 00:00:50,82,,,1,8.62,,,1,-34.1,,,1,7.5,,,1,0.13,,,1,22.6,,,1,13.08,,,1
05/07/2015 00:15:50,82,,,1,8.65,,,1,-34.1,,,1,7.5,,,1,0.131,,,1,22.5,,,1,12.97,,,1
05/07/2015 00:30:50,82.1,,,1,8.67,,,1,-33.9,,,1,7.5,,,1,0.128,,,1,22.9,,,1,12.86,,,1
05/07/2015 00:45:50,82,,,1,8.69,,,1,-34,,,1,7.5,,,1,0.128,,,1,22.2,,,1,12.75,,,1
05/07/2015 01:00:50,82,,,1,8.71,,,1,-33.8,,,1,7.5,,,1,0.126,,,1,21.9,,,1,12.64,,,1
05/07/2015 01:15:50,82,,,1,8.73,,,1,-33.8,,,1,7.49,,,1,0.126,,,1,22.5,,,1,12.53,,,1
05/07/2015 01:30:50,82,,,1,8.75,,,1,-33.8,,,1,7.49,,,1,0.124,,,1,23.1,,,1,12.43,,,1
05/07/2015 01:45:50,82,,,1,8.77,,,1,-33.7,,,1,7.49,,,1,0.126,,,1,23.3,,,1,12.34,,,1
05/07/2015 02:00:50,82.1,,,1,8.8,,,1,-33.7,,,1,7.49,,,1,0.125,,,1,26,,,1,12.25,,,1
05/07/2015 02:15:50,82,,,1,8.8,,,1,-33.9,,,1,7.5,,,1,0.124,,,1,24.6,,,1,12.16,,,1
05/07/2015 02:30:50,82,,,1,8.81,,,1,-33.9,,,1,7.5,,,1,0.127,,,1,26,,,1,12.1,,,1
05/07/2015 02:45:50,82,,,1,8.83,,,1,-34.1,,,1,7.5,,,1,0.128,,,1,23.6,,,1,12.03,,,1
05/07/2015 03:00:50,82,,,1,8.84,,,1,-33.9,,,1,7.5,,,1,0.13,,,1,21.6,,,1,11.96,,,1
05/07/2015 03:15:50,82,,,1,8.87,,,1,-33.9,,,1,7.5,,,1,0.131,,,1,22.5,,,1,11.85,,,1
05/07/2015 03:30:50,82,,,1,8.88,,,1,-34.1,,,1,7.5,,,1,0.128,,,1,23.4,,,1,11.75,,,1
05/07/2015 03:45:50,82,,,1,8.91,,,1,-33.8,,,1,7.5,,,1,0.129,,,1,22.7,,,1,11.66,,,1
05/07/2015 04:00:50,82,,,1,8.93,,,1,-33.6,,,1,7.49,,,1,0.128,,,1,22.1,,,1,11.56,,,1
